Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags
AG Entertainment ApS,"Gruset 7, 3740 Svaneke",,,,,
Babino Restruant Pizzeria,"Gilleleje Stationsvej 3A, 3250 Gilleleje",Babino Restaurant & Pizzaria,"3,4",157,,
Il Molino,"Gammel Lundtoftevej 14, 2800 Kongens Lyngby",IL MOLINO,"4,2",124,,", , "
Utterslev Pizzeria v/Sukran,"Utterslev Torv 18, 2400 København NV",,,,,
Toscana,"Godthåbsvej 132, 2000 Frederiksberg",Toscana Pizzeria,"4,7",47,,", "
Illyrian,"Tagensvej 98, st., 2200 København N",Pizzeria Illyrian,"4,4",34,,
Bait halab,"Frederiksborgvej 17, 2400 København NV",Bait Halab,"4,4",9,1-100 kr a persona,
royal bagel,"Nordre Frihavnsgade 52, st. th, 2100 København Ø",,,,,
Gastro Pizza/Besir Sakiri,"Kratbjerg 236, 3480 Fredensborg",Gastro Pizzabar,"4,3",205,,", , , , , , "
Den krøllede kaffenode,"Rødlersvej 48, 2990 Nivå",,,,,
ApS af 1. september 2023,"Heisesgade 36, 2100 København Ø",,,,,
Original Coffee Orientkaj,"Alexandriagade 8, 2150 Nordhavn",Original Coffee Orientkaj,"4,6",24,1-100 kr a persona,"Tutte, cappuccino"
PAPALELIS ApS,"Postparken 53, 2. tv, 2770 Kastrup",,,,,
Dødsboet efter Restaurant La Fontaine,"Toftebæksvej 2, 2800 Kongens Lyngby",,,,,
Mokkariet Jagtvej ApS,"Jagtvej 72, st. tv, 2200 København N",,,,,
MJCF ApS,"Amagerbrogade 135, st., 2300 København S",,,,,
Den Voigtske Café ApS,"Cort Adelers Gade 5, st. th, 1053 København K",,,,,
HIK Havn North Coffee,"Strandparksvej 17, 2900 Hellerup",Lines Kiosk og Café,"3,8",13,,
Sweet dreams,"Rønnebær Alle 110H, st., 3000 Helsingør",Sweet dreams cafe,"4,4",25,100-200 kr a persona,
Cafe Charlie'S V/ Ian Russell,"Pilestræde 33, 1112 København K",,,,,
CHEVY*S V/LARS WEESGAARD,"Nordre Frihavnsgade 95, 2100 København Ø",,,,,
YELLOW ST. KONGENSGADE 75 ApS,"Tranegårdsvej 4, st. tv, 2900 Hellerup",,,,,
KBH Kaffe Koncepter ApS,"Grønnegade 27, st. th, 1107 København K",,,,,
Enghave Kaffe,"Enghave Plads 3, st. th, 1670 København V",Enghave Kaffe,"4,6",350,1-100 kr a persona,", , , , , , , , , "
Bodyfuel/v Lizette Meyer,"Teglsø Vænge 5, 2990 Nivå",Body Fuel,"4,7",27,,", , , "
RESTAURATIONSSELSKABET AF 1/2 1979 ApS,"Mørkhøjvej 101, 2860 Søborg",,,,,
Starbucks Axeltowers,"Axeltorv 2, 1609 København V",,,,,
Ricco's Kaffe,"Valby Langgade 66, 2500 Valby",Riccos Kaffe,"4,0",391,1-100 kr a persona,", , , , , "
Ricco's Kaffe,"Rådhuspladsen 37, 1550 København V",,,,,
Ricco's Kaffe,"Agern Alle 24, 2970 Hørsholm",Riccos,"4,1",23,,
G Reese Holding ApS,"Hambros Alle 15, st., 2900 Hellerup",,,,,
The Double D's Aps,"Sturlasgade 14B, 2300 København S",,,,,
SKANDINAVISK MAD- OG DRIKKEVARESELSKAB ApS,"Plantagevej 6, 2820 Gentofte",Skandinavisk Mad- Og Drikkevareselskab Aps,,,,
Taste Of Taiwan - I,"Løngangstræde 19, 1468 København K",,,,,
Travelers Cocktailbar,"Ny Kronborgvej 2, 3000 Helsingør",Travellers bar,"5,0",6,,
Ruds Food Lab ApS,"Esplanaden 44, 1263 København K",Ruds Aps,,,,
Ricco's Kaffe,"Godthåbsvej 199, 2720 Vanløse",Riccos Kaffebar,"4,3",107,1-100 kr a persona,", "
Coffee lndustry Sweden,"Kongens Nytorv 13, 5., 1050 København K",Coffee Industry Sweden,"3,3",51,1-100 kr a persona,
SundayMunday ApS,"Thyvej 10, 2720 Vanløse",,,,,
SIDA DRIFT APS,"Præstevænget 8, 3720 Aakirkeby",,,,,
OC Depot ApS,"Store Kongensgade 124, st., 1264 København K",,,,,
Gullanden ApS,"Jonstrup, 3500 Værløse",,,,,
Cafe Ape v/Lars Sølby,"Skovvej 139B, 2750 Ballerup",,,,,
MENY Nordhavn Vinbaren/Cafeen,"Southamptongade 2, 2150 Nordhavn",MENY,"4,4",548,,", , , , , , "
Locals ApS,"Guldagervej 40, 2720 Vanløse",,,,,
Original Coffee Illum Ø60,"Østergade 52, 1100 København K",,,,,
FORENINGEN WOODSTOCK,"Bådsmandsstræde 43, 1407 København K",Foreningen Woodstock,,,,
Good Spirits v/Nikolaj Brøndsted,"Ravnsborggade 17B, 3. th, 2200 København N",GoodSpirit Whisky & Cocktail Bar,"4,8",2.023,,", , , , , , , , , "
Café Caféen,"Vangede Bygade 45, 2820 Gentofte",Café Caféen,"4,0",21,,
Kanon Bar,"Absalonsgade 12, 1658 Kbh. V",,,,,
Mellemrummet,"Ravnsborggade 11, kl., 2200 København N",,,,,
HONNING 2010 ApS,"Gråbrødretorv 16, st., 1154 København K",,,,,
BING CHA v/Qingqing Hsu,"Rosenørns Allé 6, st. tv, 1634 København V",,,,,
Edoni ApS,"Skovhuskrogen 2, 3500 Værløse",,,,,
"SSP DK AFD. 71, Gasoline Airside T3","Lufthavnsboulevarden 14, 1., 2770 Kastrup",,,,,
"SSP DK AFD. 72, WOK Airside T3","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,"3,6",15,,
Ricco's Kaffe - Coloplast,"Holtedam 1, 3050 Humlebæk",Riccos Coloplast,,,,
YEK ApS,"Banegårdsvej 210, 2600 Glostrup",,,,,
Kaffehjørnet,"Hvidkildevej 19, 2400 København NV",Kaffehjørnet,"4,7",25,,
Mundfryd I/S,"Kornerupvej 9, 2700 Brønshøj",Mundfryd,"4,2",5,,
Ricco's Kaffe,"Diplomvej 381, st., 2800 Kgs. Lyngby",Ricco's Cafe,"4,1",46,1-100 kr a persona,
Ricco's Kaffe,"Langøgade 25, st. tv, 2100 København Ø",,,,,
Magic Ice Copenhagen ApS,"Adelgade 5, 1304 København K",Magic Ice Bar Copenhagen,"3,9",175,,", , , , , , , , "
Session Nansensgade ApS,"Gothersgade 103A, 1., 1123 København K",Session ApS,,,,
VINO AL VINO ApS,"Vendersgade 23, 1363 København K",,,,,
Sweets to the Streets - Kaffebar,"Havneholmen 17, 1561 København V",Sweets to the Streets - Lej kaffevogne & dessert vogne til dit arrangement,"4,4",86,,", , , "
Sdr. Slævasted,"Sdr Hammer 31A, 3730 Nexø",,,,,
SALATFADET V/KIM GORDON,"Niels Ebbesens Vej 17, 1911 Frederiksberg C",Salatfadet v/Kim Gordon,,,,
PC KØBENHAVN AF 01.09.2002 ApS,"Lottenborgvej 14, 2800 Kgs.Lyngby",,,,,
Nörrebro Bycenter,"Lygten 2, 2400 København NV",Nørrebro City Center,"3,7",3.607,,", , , , , , , , , , , , , , , "
Fiolen 1,"Fiolstræde 20, st., 1171 København K",,,,,
Nörrebro Bycenter,"Lygten 2, 2400 København NV",Nørrebro City Center,"3,7",3.607,,", , , , , , , , , , , , , , , "
Thiemers Kaffebar & Bogcafe,"Valby Langgade 30, 2500 Valby",Thiemers Kaffebar,"4,8",99,1-100 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Lyngby,"Lyngby Hovedgade 43, 2800 Kgs. Lyngby",JOE & THE JUICE,"3,2",28,,
Funder Frederiksberg Have,"Frederiksberg Runddel 3A, 2000 Frederiksberg",Funder,"4,2",97,1-100 kr a persona,", "
Original Coffee Trianglen,"Nordre Frihavnsgade 2, 2100 København Ø",Original Coffee,"4,4",211,1-100 kr a persona,", , , , , "
Social ApS,"Peblinge Dossering 4, 2200 København N",Social,"4,4",479,100-200 kr a persona,", , , , , , , , , "
Almas Drift ApS,"Frederikssundsvej 273, 2700 Brønshøj",Applus Bilsyn,"4,5",25,,
Café MoMu,"Poppelstykket 46, 2450 København SV",,,,,
BJERRE/RIEMANN ApS,"Oehlenschlægersgade 60, 4. tv, 1663 København V",,,,,
DK AS INVEST ApS,"Teglholmens Østkaj 69, 2450 København SV",,,,,
Kaffekunsten ApS,"Vandkunsten 4, 1467 København K",,,,,
Café Claire ApS,"Århusgade 4, st. tv, 2100 København Ø",Cafe Claire Østerbro,"4,1",116,100-200 kr a persona,", , , , , , , , , "
Godthåb & Kaffe,"Godthåbsvej 12B, kl., 2000 Frederiksberg",Godthåb & Kaffe,"4,9",108,,", , , , , , , , "
KONGO INC. ApS,"Flensborggade 2, st. tv, 1669 København V",,,,,
High Hops,"Frederikssundsvej 90A, 3. tv, 2400 København NV",High Hops,,,,
kaffevogn1,"Syddyssen 13, 1441 København K",,,,,
JOE & THE JUICE - Axel Towers,"Axeltorv 2, 1609 København V",JOE & THE JUICE,"3,7",140,1-200 kr a persona,", , , , "
Espresso House - Tivoli,"Vesterbrogade 3, 1620 København V",,,,,
Espresso House - Kongens Nytorv,"Kongens Nytorv 24, 1050 København K",Espresso House,"4,1",2.442,1-100 kr a persona,", , , , , , , , , "
Espresso House - Torvegade,"Torvegade 35, st. th, 1400 København K",Espresso House,"4,0",649,1-100 kr a persona,", , , , , , , , , "
Espresso House - Bernstorffsgade,"Bernstorffsgade 4, 1577 København V",Espresso House,"4,0",963,1-100 kr a persona,", , , , , , , , , "
Skipper Skræk / Café Klods Hans,"Nyhavn 13, 1051 København K",,,,,
CUB Coffee Bar ApS,"Grønnegade 36, kl., 1107 København K",,,,,
JOE & THE JUICE - Kongens Nytorv,"Kongens Nytorv 13, 1050 København K",JOE & THE JUICE,"3,8",166,100-200 kr a persona,", , , , , , "
CAFE SIRIUS ApS,"Rentemestervej 13, st., 2400 København NV",Café Sirius,"4,2",618,100-200 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Bremerholmen,"Bremerholm 1, 1069 København K",Joe & The Juice,"3,7",128,,", , "
JOE & THE JUICE - Østerbrogade,"Østerbrogade 48, 2100 København Ø",,,,,
JOE & THE JUICE - Frederiksborggade,"Frederiksborggade 9, 1360 København K",JOE & THE JUICE,"3,7",212,100-200 kr a persona,", , , , , , , , , "
Vores Kaffebar ApS,"Holmbladsgade 50, 2300 København S",Vores Kaffebar,"4,8",164,1-100 kr a persona,", , , , , , , , , "
Espresso House - Hørsholm Midtpunkt,"Hørsholm Midtpunkt 47 47, 2970 Hørsholm",Espresso House,"3,7",97,1-200 kr a persona,", "
Andersen & Maillard ApS,"Nørrebrogade 62, 2200 København N",Andersen & Maillard,"4,4",1.697,1-100 kr a persona,", , , , , , , , , "
"T3, C-Gates","Lufthavnsboulevarden 6, 2770 Kastrup",,,,,
Kafferiet Mærsk,"Esplanaden 50, 1263 København K",Kafferiet,"4,4",577,1-100 kr a persona,", , , , , , , , , "
Sideburns Coffee ApS,"Peter Bangs Vej 131, st. th, 2000 Frederiksberg",Sideburns Coffee,"5,0",2,,
Tingkroen ApS,"Tingvej 43, 2300 København S",,,,,
The Coffee Collective A/S,"Østergade 26B, st., 1100 København K",,,,,
Bellas CoffeeLab ApS,"Else Alfelts Vej 72A, 1. mf, 2300 København S",,,,,
ISA Nord ApS,"Nordhavnsvej 2C, 3000 Helsingør",,,,,
JOE & THE JUICE - Hovedbanegården KBH,"Bernstorffsgade 16, 1577 København V",JOE & THE JUICE,"3,6",283,1-100 kr a persona,", , , , , , , , , "
Rømers Kaffebar ApS,"Slotsgade 10A, st., 3400 Hillerød",,,,,
Starbucks Fisketorvet,"Kalvebod Brygge 59, 1560 København V",Starbucks,"3,7",558,1-100 kr a persona,", , , , , , , , , "
No 95 En Kaffebar,"Amagerbrogade 95, 2300 København S",No 95 En Kaffebar,"4,8",122,1-100 kr a persona,", , , "
Rungsted Havn,"Rungsted Havn 16, 2960 Rungsted Kyst",Rungsted Havn 16,,,,
Fælledvej 17 ApS,"Hvidovregade 61, 2650 Hvidovre",,,,,
Café & Antik ApS,"Jacobys Alle 10, 3. th, 1806 Frederiksberg C",,,,,
Icelandic Mamma v/ Gudrun Thorey,"Sankt Peders Stræde 35, kl., 1453 København K",Mama Reykjavik,"4,8",615,2000-4000 kr a persona,", , , , , , , , , "
Great Coffee ApS,"Store Kongensgade 3, 1264 København K",Great,"4,6",106,1-100 kr a persona,", , , , , , , , , "
Espresso House - Vesterbrogade 11 C,"Vesterbrogade 11C, st. 2, 1620 København V",,,,,
HYGGE CHI ApS,"Fiolstræde 38, st. th, 1171 København K",Hygge Chi,"4,7",180,,", , , , , , , , "
Kafferiet ApS,"Esplanaden 44, 1263 København K",Kafferiet,"4,4",577,1-100 kr a persona,", , , , , , , , , "
Starbucks Frederiksborggade,"Frederiksborggade 15, 1360 København K",Starbucks,"3,8",755,100-200 kr a persona,", , , , , , , , , "
Petit Café ApS,"Nordre Frihavnsgade 43, 2100 København Ø",Petit Cafe,"4,8",426,100-200 kr a persona,", , , , , , , , , "
Emmylou ApS,"Krystalgade 4, kl., 1172 København K",Emmylou Café,"4,9",138,1-100 kr a persona,", , , , , , , , , "
myboba ApS,"Nørre Farimagsgade 61, st. th, 1364 København K",,,,,
Slotsarkaderne,"Slotsarkaderne 28, 3400 Hillerød",SlotsArkaderne,"4,1",5.646,,", , , , , , , , , "
SSP DK AFD. 225 Starbucks,"Banegårdspladsen 7, 1570 København V",,,,,
Coffee Collective Carlsberg Byen,"Fadet 8, 1799 København V",Coffee Collective Carlsberg Byen,"4,5",163,1-100 kr a persona,", , , , , , , , , "
Den Grønne Frø,"Aarsballe By 1, 3700 Rønne",Den Grønne Frø - Selskabslokale,"4,5",11,,
Espresso House T3 Torvet,"Terminalvej Airside 12, 2770 Kastrup",,,,,
BagelPoint ApS,"H.C. Ørsteds Vej 51, 1879 Frederiksberg C",The Bagel Co,"3,6",79,,", , "
Original Coffee Postbyen,"Bernstorffsgade 36, 1577 København V",Original Coffee Postbyen,"4,3",76,1-100 kr a persona,", , , , , , , , , "
Original Coffee Gl. Kongevej,"Gammel Kongevej 173, st., 1850 Frederiksberg C",Original Coffee,"4,2",93,1-100 kr a persona,", , , , , , , , "
Bubble Time Café ApS,"Fiolstræde 27, kl. tv, 1171 København K",Tea Time,"4,3",167,,", , , , , , , , , "
Stokværk Cafe,"Øster Torv 6, 3060 Espergærde",Stokværk,"4,3",104,,
The Nomad & The Bean ApS,"Holmbladsgade 14, st. 2, 2300 København S",,,,,
Brændt,"Gentoftegade 56, 2820 Gentofte",Brændt,"4,1",14,,", , "
Espresso House - Vimmelskaftet,"Vimmelskaftet 48B, 1161 København K",,,,,
KAFFEPLANTAGEN 2 ApS,"Enghave Plads 1, 1670 København V",,,,,
Espresso House - City 2,"Høje Taastrup, 2630 Taastrup",Espresso House,"2,9",121,100-200 kr a persona,", , , "
LoLa ApS,"Søborg Hovedgade 211, 2860 Søborg",Tante LoLa - Krearum & Kaffebar,"4,8",54,1-100 kr a persona,", "
Espresso House Rigshospitalet,"Blegdamsvej 3A, 6., 2200 København N",Espresso House,"3,6",54,1-100 kr a persona,
Espresso House - T2 airside,"Lufthavnsboulevarden 6, 2770 Kastrup",,,,,
Café Sort Kaffe & Vinyl ApS,"Skydebanegade 4, st. tv, 1709 København V",Black Coffee & Vinyl,"4,6",361,1-100 kr a persona,", , , , , , , , , "
Little House Danmark ApS,"Viborggade 70B, st., 2100 København Ø",little house Østerbro,"4,3",52,,", , , , , , , , , "
The Social Beverage Company ApS,"Jagtvej 135, st. tv, 2200 København N",,,,,
The Mad Hatter 2024 ApS,"Frederiksberg Alle 32, 1820 Frederiksberg C",,,,,
Prolog Coffee Bar Marguerite Vibys Plads,"Marguerite Vibys Plads 8, st., 2000 Frederiksberg",Prolog Coffee Bar Marguerite Vibys Plads,"4,8",13,1-100 kr a persona,
Brdr. Bisp ApS,"Bispeengen 1, 2000 Frederiksberg",,,,,
JOE & THE JUICE - Lyngby Storcenter,"Lyngby Storcenter 1, 2800 Kgs. Lyngby",,,,,
Cafe kalvø,"Kalvøvej 13, 3600 Frederikssund",,,,,
Wild Horses Copenhagen ApS,"Borgbjergsvej 1, st. th, 2450 København SV",Wild horses,"4,8",193,1-100 kr a persona,", , , , , , , , "
Norange ApS,"Blegdamsvej 4D, 2200 København N",norange coffee roasters,"4,9",63,1-100 kr a persona,", , , , , , , , , "
Orsa Group ApS,"Vesterbrogade 46, st. tv, 1620 København V",ORSA,"4,7",338,1-100 kr a persona,", , , , , , , , , "
JOE & THE JUICE - CPH Airport T2 A-Gates,"Lufthavnsboulevarden 3, 2770 Kastrup",Joe & the Juice CPH Airport T2 A-Gates Foodcourt,"2,8",12,1-100 kr a persona,", "
Mutzon III ApS,"Tagensvej 41, 2200 København N",Mutzon,,,,
Joe & The Juice - City 2,"Cityringen 2, 2630 Taastrup",JOE & THE JUICE,"3,0",2,,
Another Coffee ApS,"Reberbanegade 3, 1. 324, 2300 København S",,,,,
JOE & THE JUICE - Frederiks Brygge,"Kulvej 1, 1. 1, 2450 København SV",JOE & THE JUICE,"4,0",27,100-200 kr a persona,", "
"SSP DK, AFD 120, Gasoline Temp T3","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,"3,6",15,,
Bows and Balloons ApS,"Teglholmens Østkaj 69, 2450 København SV",Bows and Balloons,"4,4",192,,", , , "
Espresso House CPH Foodprep,"Terminalvej Airside 3, 2770 Kastrup",,,,,
Joe & The Juice - Fisketorvet II,"Kalvebod Brygge 59, 2., 1560 København V",,,,,
JOE & THE JUICE - CPH Airport T3 Torvet,"Lufthavnsboulevarden 7, 2770 Kastrup",,,,,
Espresso House Airport Finger E,"Terminalvej Airside 8, 2770 Kastrup",,,,,
Disc Caféen,"Hammelstrupvej 3, st. th, 2450 København SV",Disc Caféen,"4,8",22,1-100 kr a persona,
Cafe Henckell,"Gammel Kongevej 108, 1850 Frederiksberg C",Henckell,"4,6",127,,
F2,"Fiolstræde 31, 1171 København K","Fiolstræde 31, f2",,,,
Bo Lao ApS,"Amagerbrogade 250, st. 2, 2300 København S",,,,,
Tea Time Bubble Tea,"Nørre Voldgade 80, st., 1358 København K",Tea Time,"3,6",45,,", , , , , , "
First cup,"Musvågevej 12, st. th, 2400 København NV",First Cup,"5,0",7,,
Ströget,"Frederiksberggade 12, 1459 København K",Strøget 12,,,,
Original Coffee Stubkaj,"Stubkaj 7G, 2150 Nordhavn",,,,,
Cafe Amager ApS,"Rødtjørnen 76, 2791 Dragør",,,,,
Lager for spas,"Østre Paradisvej 38, 2840 Holte",,,,,
Kaffesøsen I/S,"Nymøllevej 3, 2800 Kongens Lyngby",,,,,
KBH Street Coffee,"Vejlegårdsparken 14, 3. 38, 2665 Vallensbæk Strand",,,,,
Ströget,"Frederiksberggade 12, 1459 København K",Strøget 12,,,,
Magasin,"Vingårdstræde 8, 1070 København K",Magasin du Nord,"4,2",16.077,,", , , , , , , , , "
Original Coffee Dosseringen,"Sortedam Dossering 9, 2200 København N",Original Coffee,"4,3",356,1-100 kr a persona,", , , , , , , , , "
Paname ApS,"Pladehals Allé 12, 3. th, 2450 København SV",Paname city records,"5,0",25,,", "
Luftkastellet Ofelia ApS,"Kvæsthusbroen 1, 1252 København K",Castle in the Air,"4,1",68,1-100 kr a persona,", , , , , , , "
Blendogbite ApS,"Rosenørns Alle 34, 1970 Frederiksberg C",Blend & Bite,"4,6",38,1-200 kr a persona,", , , "
Taste of Taiwan Bubble Tea -N,"Nørrebrogade 38, 2200 København N",Taste of Taiwan - Nørrebro,"4,3",246,,", , , , , , , , , "
Ricco's Kaffe,"Sluseholmen 28, st., 2450 København SV",Riccos Coffee Shop,"4,3",390,1-100 kr a persona,", , , , , , , , , "
Ricco's Kaffe,"Stefansgade 15, st. tv, 2200 København N",Riccos,"4,2",226,1-100 kr a persona,", , , , "
TheLittleCoffeeBreak ApS,"Hellerupvej 2B, 1. th, 2900 Hellerup",,,,,
Ytval,"Else Alfelts Vej 104, 5. mf, 2300 København S",,,,,
Krogh's Kaffe,"Skovvej 6, 3230 Græsted",,,,,
Lej en barista,"Oldenvej 43, 3490 Kvistgård",,,,,
Jacks Hole in a Wall ApS,"Jorcks Passage 1A, st., 1162 København K",,,,,
OC Depot TorvehallerneKBH,"Linnésgade 17, 1361 København K",OC Depot,"4,6",73,1-100 kr a persona,", , "
Trader Yes,"Store Kongensgade 75, 1264 København K",yes,"4,8",16,,
CPH Antiques & Café Ivs,"Frederiksberg Alle 45, 1820 Frederiksberg C",,,,,
"Nova Kaffe, Vin og Champagne","Godthåbsvej 6, st. th, 2000 Frederiksberg","NOVA - kaffe, vin & champagne","5,0",30,1-100 kr a persona,", , "
Gorilla Health ApS,"Østerbrogade 160, st. 4, 2100 København Ø",,,,,
Kaffelaget ApS,"Lygten 2, 2400 København NV",,,,,
Locals Kaffebar,"Jernbane Allé 52, st. tv, 2720 Vanløse",Locals kaffebar,"4,5",167,1-100 kr a persona,", , , , , , , , , "
CUB Coffee Bar ApS,"Wildersgade 26, st., 1408 København K",,,,,
CAFE MÅNEFISKEREN MUSIK OG KULTURFORENING,"Fabriksområdet 97S, 1440 København K",,,,,
Patisserie Marie France,"Inge Lehmanns Vej 7, 2100 København Ø",,,,,
Café Claire ApS,"Lyngby Torv 3, st. th, 2800 Kongens Lyngby",Café Claire Kgs Lyngby,"4,1",37,100-300 kr a persona,
Bungalow Studio ApS,"Svanekæret 2, 3220 Tisvildeleje",,,,,
Patisserie Marie France,"Inge Lehmanns Vej 6, st., 2100 København Ø",,,,,
"Darcys Coffee ApS, Sønder Boulevard","Sønder Boulevard 43, st., 1720 København V",Darcy's & Friends,"4,8",40,1-100 kr a persona,", , , "
Ricco's Kaffe,"Kongens Nytorv 13, 2., 1050 København K",Riccos kaffebar,"4,2",52,1-100 kr a persona,", , , , "
Ricco's Kaffe,"Istedgade 119, 1650 København V",Riccos,"4,4",154,1-100 kr a persona,", , , , "
Burgerklubben,"Grundtvigsvej 25A, 1864 Frederiksberg C",Burgerklubben,"4,0",513,100-200 kr a persona,", , , , , , , "
Ricco's Kaffe,"Holcks Plads 1, st. tv, 2700 Brønshøj",,,,,
FJORDENS CAFE OG ISHUS APS,"Lynæs Havnevej 15B, 3390 Hundested",,,,,
Kaffeboden ApS,"Fiolstræde 20, 1171 København K",Kaffeboden Aps,,,,
DILIGENCEN V/TONNY JENSEN,"Korsgade 8, 2200 København N",,,,,
OC Bakery,"Slagtehusgade 48, 1715 København V",,,,,
Solskinbar,"Kofod Anchers Vej 81, st. th, 3060 Espergærde",,,,,
Boba King ApS,"Langelinie Allé 17, 2100 København Ø",,,,,
by bak sorensens ApS,"Ullerød, 3400 Hillerød",,,,,
Joe & The Juice - Airport Landside,"Lufthavnsboulevarden 6, 2770 Kastrup",,,,,
"SSP DK, AFD. 47, Yo Sushi","Lufthavnsboulevarden 14, 1., 2770 Kastrup",,,,,
Coffee First Lager,"Sankt Jørgens Allé 10, 1615 København V",,,,,
Original Coffee Strandlodsvej,"Strandlodsvej 13Z, 2300 København S",Original Coffee Strandlodsvej,"4,4",77,1-200 kr a persona,", , , "
TeaTime ZOO,"Roskildevej 32, 2000 Frederiksberg",,,,,
Joe & The Juice - Helsingør Bycenter,"Stürups Plads 3, 3000 Helsingør",JOE & THE JUICE,"5,0",,,
Cafe Vejlen ApS,"Langelinie Allé 17, 2100 København Ø",Cafe,"3,9",25,1-100 kr a persona,", , , , , "
Kartellet22 ApS,"Erik Ballings Vej 3, 2500 Valby",,,,,
NOBELS ApS,"Nørrebrogade 102, 2200 København N",Nobels Aps,,,,
JØRHS,"Hovedgaden 30, 3630 Jægerspris",JØRHS kaffelab,"4,8",16,,
Original Coffee Illum,"Østergade 52, 4., 1100 København K",Original Coffee,"4,2",677,1-100 kr a persona,", , , , , , , , , "
METIN ApS,"Sankt Hans Torv 3, 2200 København N",The Mad Hatter,"4,2",502,,", , , , , , , "
Albi's Kaffebar & second-hand,"Nordre Strandvej 354A, 3100 Hornbæk",Albis kaffebar og secondhand,"4,7",274,1-200 kr a persona,", , "
Buzz Kaffebar ApS,"Sankt Peders Stræde 31, st. th, 1453 København K",Buzz Kaffebar,"4,4",456,100-200 kr a persona,", , , , , , , , , "
Coffee,"Havnevej 10, 3100 Hornbæk",,,,,
Cafe Rose v/Rose-Marie Weihe,"Dr Mølle Strandvej 657, 3120 Dronningmølle",,,,,
Ølbaren,"Elmegade 2A, 2200 København N",Ølbaren,"4,5",615,100-200 kr a persona,", , , , , , , , "
Maxims,"Vesterbrogade 47, 1620 København V",Bar M,"4,1",65,,
THE COFFEE COLLECTIVE A/S,"Jægersborggade 57, kl. th, 2200 København N",,,,,
Stauan ApS,"Nybrogade 18, kl., 1203 København K",,,,,
Espresso House - Rødovre Centrum,"Rødovre Centrum 202, 2610 Rødovre",Espresso House,"3,8",552,1-100 kr a persona,", , , "
Cafe Skammekrogen ApS,"Svendsgade 1, st. 1, 1659 København V",Café Skammekrogen,"4,3",200,,
Starbucks,"Rådhuspladsen 45 - 47, 1550 København V",Starbucks,"3,8",1.039,1-100 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Tivoli,"Vesterbrogade 3, 1620 København V",,,,,
JOE & THE JUICE - Landemærket,"Landemærket 3, 1119 København K",JOE & THE JUICE,"3,7",200,1-200 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Østerbrogade 84,"Østerbrogade 84, 2100 København Ø",,,,,
Original Coffee Bredgade,"Bredgade 36, st., 1260 København K",Original Coffee Bredgade,"4,5",527,1-100 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Farum,"Farum Bytorv 5, 3520 Farum",JOE & THE JUICE,"3,4",104,,", "
JOE & THE JUICE - Skindergade,"Skindergade 33, 1159 København K",JOE & THE JUICE,"3,7",145,1-100 kr a persona,", , , , , , , , "
Kaffestuen Ø ApS,"Østerbrogade 152, st. th, 2100 København Ø",,,,,
JOE & THE JUICE - Fisketorvet,"Havneholmen 5, 1561 København V",Joe & The Juice,"3,1",93,100-200 kr a persona,", , , , "
JOE & THE JUICE - Rødovre Magasin,"Rødovre Centrum 1, 2610 Rødovre",JOE & THE JUICE,"3,3",72,100-200 kr a persona,
Cafe Phenix Valby ApS,"Valby Langgade 74, 2500 Valby",Café Phenix,"3,8",1.018,100-200 kr a persona,", , , , , , , , , "
Espresso House - Fields,"Arne Jacobsens Allé 12, 2300 København S",Espresso House,"3,6",485,1-100 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Købmagergade,"Købmagergade 30, st., 1150 København K",JOE & THE JUICE,"3,9",315,1-100 kr a persona,", , , , , , , , , "
Bryg1 ApS,"Midgårdsgade 1, st. tv, 2200 København N",,,,,
Baresso Coffee,"Bernstorffsgade 16 - 22, 1577 København V",,,,,
Illum,"Østergade 52, 1100 København K",ILLUM,"4,2",6.875,,", , , , , , , , , , , , , , , "
ROBAR ApS,"Nørrebrogade 68A, 4. th, 2200 København N",,,,,
JOE & THE JUICE - Gentoftegade,"Gentoftegade 64, 2820 Gentofte",Joe & The Juice,"3,9",135,1-200 kr a persona,", "
JOE & THE JUICE - Lyngby Hovedgade,"Lyngby Hovedgade 76, 2800 Kgs. Lyngby",Joe & The Juice,"3,8",52,1-100 kr a persona,
JOE & THE JUICE - Valby Station,"Mellemtoftevej 1A, 2500 Valby",JOE & THE JUICE,"3,1",61,,
CAFÉ IPSEN ApS,"Gammel Kongevej 108, 1850 Frederiksberg C",Ipsen & Co,"4,5",423,100-200 kr a persona,", , , , , , , , , "
JOE & THE JUICE - Ordrupvej,"Ordrupvej 82, 2920 Charlottenlund",Joe & The Juice,"3,5",67,1-200 kr a persona,
JOE & THE JUICE - Holte,"Holte Midtpunkt 23, 2840 Holte",JOE & THE JUICE,"3,5",59,100-200 kr a persona,
