Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags,price_level_mapped,price_level_missing,rating_missing,reviews_missing
JOE & THE JUICE - Lyngby Hovedgade,"Lyngby Hovedgade 76, 2800 Kgs. Lyngby",Joe & The Juice,3.5,52.0,1-100 kr a persona,,1.0,False,True,False
JOE & THE JUICE - Valby Station,"Mellemtoftevej 1A, 2500 Valby",JOE & THE JUICE,3.5,61.0,,,2.0,True,True,False
CAFÉ IPSEN ApS,"Gammel Kongevej 108, 1850 Frederiksberg C",Ipsen & Co,3.5,423.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
JOE & THE JUICE - Ordrupvej,"Ordrupvej 82, 2920 Charlottenlund",Joe & The Juice,3.5,67.0,1-200 kr a persona,,1.0,False,True,False
JOE & THE JUICE - Holte,"Holte Midtpunkt 23, 2840 Holte",JOE & THE JUICE,3.5,59.0,100-200 kr a persona,,1.0,False,True,False
JOE & THE JUICE - Frederiksberg Centeret 2,"Falkoner Alle 21, 2000 Frederiksberg",JOE & THE JUICE,3.5,95.0,100-200 kr a persona,", , ",1.0,False,True,False
JOE & THE JUICE - Jægersborg allé,"Jægersborg Alle 16, 2920 Charlottenlund",,3.5,5.0,,,2.0,True,True,True
"SSP DK, AFD. 43, O'Learys","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,3.5,15.0,,,2.0,True,True,False
"SSP DK, AFD. 501 Dunkin Donuts LYNGBY","Lyngby Storcenter 1, st. 2, 2800 Kongens Lyngby",Dunkin' Donuts,3.5,18.0,,,2.0,True,True,False
Frede & Vester's Smallegade,"Smallegade 24, 2000 Frederiksberg",Frede & Vester's,3.5,380.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
JOE & THE JUICE - Christianshavn Torv,"Torvegade 45, 1400 København K",JOE & THE JUICE,3.5,248.0,100-200 kr a persona,", , , , , ",1.0,False,True,False
Espresso House - Lyngby Storcenter,"Lyngby Storcenter 1, st. 41, 2800 Kongens Lyngby",Espresso House,3.5,77.0,100-200 kr a persona,", ",1.0,False,True,False
Espresso House - Rådhuspladsen,"Vesterbrogade 2A, 1620 København V",Espresso House,3.5,1.881,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Dideriks Veranda,"Strandpromenaden 5, 3770 Allinge",Dideriks Veranda,3.5,269.0,100-200 kr a persona,", , , , , ",1.0,False,True,False
Vintage N Coffee ApS,"Sløjfen 2, 2000 Frederiksberg",Vintage N Coffee,3.5,462.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Espresso House - Søborg,"Søborg Hovedgade 58A, 2860 Søborg",Espresso House,3.5,62.0,1-100 kr a persona,", ",1.0,False,True,False
Espresso House - Farum Bytorv,"Farum Bytorv 68, 3520 Farum",Espresso House DK,3.5,9.0,1-100 kr a persona,,1.0,False,True,False
"SSP DK, AFD. 228 Dunkin Donuts HBG","Bernstorffsgade 16, 1577 København V",Dunkin' Donuts,3.5,629.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Guldfasanen,"Nordre Fasanvej 1, 2000 Frederiksberg",Guldfasanen,3.5,186.0,,,2.0,True,True,False
ROAST Coffee - Vesterport,"Ved Vesterport 2, 1612 København V",ROAST Coffee,3.5,78.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Nón Lá Coffee ApS,"Enghavevej 16A, 1674 København V",Nón Lá Coffee,3.5,210.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
South Harbour Café ApS,"Hørdumsgade 1, st. tv, 2450 København SV",,3.5,5.0,,,2.0,True,True,True
Buddys Bubble Tea,"Christianshusvej 24, 2970 Hørsholm",Buddy's bubble tea,3.5,15.0,,,2.0,True,True,False
Kaffe Layan,"Højvangsparken 8, 1. 3, 3700 Rønne",,3.5,5.0,,,2.0,True,True,True
bubble tea,"Bredgade 10, st. th, 1260 København K",,3.5,5.0,,,2.0,True,True,True
Cafe Ø ApS,"Skolevejen 2A, 3730 Nexø",,3.5,5.0,,,2.0,True,True,True
Segall's,"Vingårdstræde 17, st. tv, 1070 København K",Café Segalls,3.5,420.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
The Taste ApS,"Nørrebrogade 243, kl. tv, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Jacobs Hjørne,"Frederiksberg Alle 62, 1820 Frederiksberg C",Jakobs Hjørne,3.5,63.0,100-200 kr a persona,", , , ",1.0,False,True,False
Pearl Paradise,"Kastrupvej 324, 1. th, 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
"SSP DK, AFD 120, Gasoline Temp T3","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,3.5,15.0,,,2.0,True,True,False
Holm-Hansen Fadølsservice,"Strandvejen 263, 2920 Charlottenlund",,3.5,5.0,,,2.0,True,True,True
HuQQa Copenhagen,"Valby Langgade 21B, 2500 Valby",Baroni Valby,3.5,102.0,100-200 kr a persona,", , , , , ",1.0,False,True,False
Nordic Cowork,"Jagtvej 76, st. tv, 2200 København N",Nordic Cowork,3.5,5.0,,,2.0,True,True,True
Mokkariet Odensegade,"Odensegade 3, st., 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Joe & The Juice - Bella Center,"Center Boulevard 5, 2300 København S",JOE & THE JUICE,3.5,8.0,100-200 kr a persona,,1.0,False,True,False
TapHuset I/S,"Gildbrovej 47, 1. 260, 2635 Ishøj",,3.5,5.0,,,2.0,True,True,True
Original Coffee Christianshavn,"Overgaden Neden Vandet 41, 1414 København K",Original Coffee Christianshavn,3.5,20.0,1-100 kr a persona,", , ",1.0,False,True,False
Joe & The Juice - Strandvejen 149A,"Strandvejen 149A, 2900 Hellerup",JOE & THE JUICE,3.5,5.0,,,2.0,True,True,True
20 Grams CPH ApS,"Rosengården 13, 1174 København K",20 Grams - Specialty Coffee Shop,3.5,1.221,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
VIP Lounge,"Frederikssundsvej 129A, 2700 Brønshøj",Lounge 129,3.5,111.0,200-300 kr a persona,,2.0,False,True,False
Tank2 ApS,"Ahornsgade 24, kl. tv, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Tivoli,"Vesterbrogade 1H, 1620 København V",,3.5,5.0,,,2.0,True,True,True
Darcys Coffee ApS,"Rantzausgade 2, kl. th, 2200 København N",Darcy’s Kaffe,3.5,563.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Cafe Krogen v/Søren Kinnerup,"Nørregade 13, 3390 Hundested",,3.5,5.0,,,2.0,True,True,True
Vaffelhjørnet,"Nørregade 2, 3390 Hundested",Vaffelhjørnet,3.5,923.0,,", , ",2.0,True,True,False
ROAST Coffee - Studiestræde,"Studiestræde 16, kl., 1455 København K",,3.5,5.0,,,2.0,True,True,True
AlaskaKaffe v/Aleksandra Mariola Jedziniak,"Brøndbyøster Boulevard 26, 3. 19, 2605 Brøndby",CAFFÈ V,3.5,681.0,1-10 € a persona,,2.0,True,True,False
CAFE HVEPSEREDEN V/KURT SKOUENBORG RASUSSEN,"Mimersgade 113, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Munchies Copenhagen ApS,"Overgaden Oven Vandet 50A, st. th, 1415 København K",Munchies Cookies,3.5,384.0,,", , , , , , , , , ",2.0,True,True,False
Kaffetukken,"Albjergparken 22, st. tv, 2660 Brøndby Strand",,3.5,5.0,,,2.0,True,True,True
Cafe Perlen,"Hallingparken 5, 2660 Brøndby Strand",Cafe Perlen,3.5,50.0,,,2.0,True,True,False
Ålsgårde Brolaug,"Hathjulet 6, 3140 Ålsgårde",,3.5,5.0,,,2.0,True,True,True
Taste of Taiwan Bubble Tea - Gågade,"Nygade 6, 1164 København K",Taste of Taiwan,3.5,152.0,,", , , , , , , , , ",2.0,True,True,False
Whole Beans I/S,"Ruten 181, 2. 1, 2700 Brønshøj",,3.5,5.0,,,2.0,True,True,True
Den Lille Kaffe tok,"Otto Brandenburgs Vej 60, 3. th, 2450 København SV",Den Lille Café,3.5,81.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Den Bette - microbageri & kaffebar,"Kirkegårdsvej 27, 2300 København S",Den Bette,3.5,101.0,1-100 kr a persona,,1.0,False,True,False
Starbucks,"Nordre Fasanvej 25, 2000 Frederiksberg",Starbucks,3.5,51.0,,,2.0,True,True,False
Original Coffee Vandkunsten,"Vandkunsten 4, 1467 København K",Original Coffee Vandkunsten,3.5,12.0,1-100 kr a persona,,1.0,False,True,False
La Cabra Coffee ApS,"Marguerite Vibys Plads 1, 2000 Frederiksberg",La Cabra Roastery,3.5,38.0,,", , , ",2.0,True,True,False
Fru Due,"Hovedgade 32, 3730 Nexø",Fru Due,3.5,138.0,1-100 kr a persona,", , , , , , ",1.0,False,True,False
Reina ApS,"Roskildevej 52B, 2000 Frederiksberg",Café Reina 1453,3.5,29.0,200-300 kr a persona,,2.0,False,True,False
"Nummer Fem, Gråbrødretorv","Gråbrødretorv 5, kl., 1154 København K",,3.5,5.0,,,2.0,True,True,True
"Nummer Fem, Gråbrødretorv","Gråbrødretorv 5, kl., 1154 København K",,3.5,5.0,,,2.0,True,True,True
Democratic Coffee Bar,"Krystalgade 15, 1172 København K",Democratic Coffee,3.5,849.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
CAFE ØRESUND V/CHRISTINA Lundgren Andersen,"Oehlenschlægersgade 41, 1663 København V",Café Øresund,3.5,30.0,,", ",2.0,True,True,False
CORSO GROUP ApS,"Hvidovre Strandvej 91A, 2650 Hvidovre",,3.5,5.0,,,2.0,True,True,True
DAMSØ CAFE ApS,"Jydeholmen 45, st., 2720 Vanløse",Cafe Damsø,3.5,77.0,100-200 kr a persona,,1.0,False,True,False
baresso coffee,"Arne Jacobsens Allé 12, 2300 København S",Espresso House,3.5,485.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Espresso House - Højbro Plads,"Højbro Plads 3, 1200 København K",Espresso House,3.5,540.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
The Coffee Collective A/S,"Linnésgade 17, 1361 København K",,3.5,5.0,,,2.0,True,True,True
AM68 Agency / Sweet Treat,"Kristianiagade 14, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Ny Grøndal v/Tina C Rasmussen,"Frederikssundsvej 219, 2700 Brønshøj",,3.5,5.0,,,2.0,True,True,True
baresso coffee,"Kalvebod Brygge 59, 2., 1560 København V",,3.5,5.0,,,2.0,True,True,True
baresso coffee,"Købmagergade 53, 1150 København K",,3.5,5.0,,,2.0,True,True,True
Zefside,"Frederiksholms Kanal 4, kl. tv, 1220 København K",Zefside,3.5,308.0,,", , , , , , , , , ",2.0,True,True,False
CUB Coffee Bar ApS,"Boldhusgade 6, 1062 København K",H A N S Coffee,3.5,943.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
JOE & THE JUICE - Vanløse,"Vanløse Allé 89, 2720 Vanløse",JOE & THE JUICE,3.5,51.0,100-200 kr a persona,", , ",1.0,False,True,False
Espresso House - Hillerød,"Slotsarkaderne 225, 3400 Hillerød",Espresso House,3.5,294.0,1-100 kr a persona,", , , ",1.0,False,True,False
Original Coffee Nordhavn,"Göteborg Plads 6, 2150 Nordhavn",Original Coffee Nordhavn,3.5,273.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Cucuruchu ApS,"Lindebjergvej 109, 3360 Liseleje",,3.5,5.0,,,2.0,True,True,True
JOE & THE JUICE - Hørsholm,"Hørsholm Midtpunkt 125, 2970 Hørsholm",JOE & THE JUICE,3.5,54.0,100-200 kr a persona,,1.0,False,True,False
Espresso House - Torvehallerne,"Frederiksborggade 24, st., 1360 København K",Espresso House,3.5,661.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
CAFE CAPITO ØRESUND,"Strandvejen 343, 2930 Klampenborg",CAPITO ØRESUND,3.5,76.0,1-100 kr a persona,", , ",1.0,False,True,False
JOE & THE JUICE - Gl Kongevej 2,"Gammel Kongevej 98, 1850 Frederiksberg C",JOE & THE JUICE,3.5,60.0,1-100 kr a persona,", ",1.0,False,True,False
Kaffemanden ApS,"Glahns Alle 2, 2000 Frederiksberg",Kaffemanden,3.5,5.0,,,2.0,True,True,True
Prolog Coffee Bar Høkerboderne,"Høkerboderne 16, 1712 København V",Prolog Coffee Bar Meatpacking District,3.5,1.208,1-100 kr a persona,,1.0,False,True,False
Kaffebaren v/ Benny Langtoft,"Rødovrevej 302, st., 2610 Rødovre",,3.5,5.0,,,2.0,True,True,True
Espresso House - Østerport st.,"Oslo Plads 8, 2100 København Ø",Espresso House,3.5,107.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Coffee Collective,"Sankt Hans Torv 3, 2200 København N",Coffee Collective Sankt Hans Torv,3.5,157.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Kamelens Kys ApS,"Nordre Beddingsvej 39, 3390 Hundested",Kamelens Kys,3.5,30.0,100-200 kr a persona,,1.0,False,True,False
Østerport Station,"Oslo Plads 8, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Espresso House - Amager Centret,"Reberbanegade 3, st., 2300 København S",,3.5,5.0,,,2.0,True,True,True
Espresso House - Landsite,"Kastrup Tværvej B 1, 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Dessertcaféen Hyggenygge ApS,"Carl Jacobsens Vej 15A, 2500 Valby",Dessertcaféen Hyggenygge,3.5,123.0,1-100 kr a persona,", , ",1.0,False,True,False
Espresso House - Scandic Spectrum,"Kalvebod Brygge 10, 1560 København V",,3.5,5.0,,,2.0,True,True,True
Oberra,"Skjolds Plads 4, st., 2200 København N",Oberra,3.5,146.0,400-500 kr a persona,", , , , , , , , , ",3.0,False,True,False
Konsjös Ørestad Syd,"Asger Jorns Allé 9A, 2300 København S",Konsjös,3.5,168.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
"SSP DK, AFD. 31, WOK Landside","Lufthavnsboulevarden 14, 1., 2770 Kastrup",SSP Danmark,3.5,15.0,,,2.0,True,True,False
JOE & THE JUICE - Lufthavn 3 / Baggage,"Lufthavnsboulevarden 1, 2770 Kastrup",Joe & the Juice,3.5,402.0,1-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Disco Fish ApS,"Studiestræde 9, st., 1455 København K",Disco Fish APS,3.5,5.0,,,2.0,True,True,True
Prolog Coffee Bopa Plads,"Randersgade 45, kl. tv, 2100 København Ø",Prolog Coffee Bar Randersgade,3.5,166.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
CPH Airport T2 Landside,"Lufthavnsboulevarden 4, 2770 Kastrup",,3.5,5.0,,,2.0,True,True,True
Mirabel,"Istedgade 58, 1650 København V",,3.5,5.0,,,2.0,True,True,True
S&S kaffebaren ApS,"Nordlandsgade 7, 3. th, 2300 København S",,3.5,5.0,,,2.0,True,True,True
Joe & The Juice - Bella Center,"Center Boulevard 5, 2300 København S",JOE & THE JUICE,3.5,8.0,100-200 kr a persona,,1.0,False,True,False
JOE & THE JUICE - Lyngby Magasin,"Lyngby Hovedgade 43, 2800 Kongens Lyngby",,3.5,5.0,,,2.0,True,True,True
Jenny's Æblehaven ApS,"Snogebæk, 3730 Nexø",,3.5,5.0,,,2.0,True,True,True
Starbucks Fiolstræde,"Fiolstræde 20, 1171 København K",Starbucks,3.5,60.0,1-100 kr a persona,", , ",1.0,False,True,False
Bellas Coffee Lab,"Michael Strunges Vej 12, 2300 København S",Bellas Coffee Lab Roastery,3.5,279.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Riccos Kaffe NHM,"Øster Voldgade 5, 1350 København K",Riccos Kaffebar,3.5,35.0,100-200 kr a persona,", , , ",1.0,False,True,False
Bastard Café ApS,"Rådhusstræde 13, 1466 København K",Bastard Café,3.5,4.77,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Platform ApS,"Haderslevgade 30, st. th, 1671 København V",,3.5,5.0,,,2.0,True,True,True
Coffee World,"Ny Kronborgvej 2, 3000 Helsingør",,3.5,5.0,,,2.0,True,True,True
Kaffepåhjul,"Flensborggade 35, 5. th, 1669 København V",,3.5,5.0,,,2.0,True,True,True
Democratic KBH Museum,"Stormgade 18, 1555 København V",Museo di Copenaghen,3.5,1.545,,", , , , , , , , , ",2.0,True,True,False
Riccos Hovedafdeling,"Sluseholmen 1, 2450 København SV",Riccos Coffee Shop,3.5,390.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
The Golden Pheasant ApS,"Eversvej 3, 1. tv, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Milans,"Store Regnegade 24, st., 1110 København K",Milans,3.5,22.0,1-100 kr a persona,", , , , ",1.0,False,True,False
Syd-Øst for Paradis,"Skovgade 34, 3740 Svaneke",Syd-Øst For Paradis v/Søren Henriksen,3.5,251.0,1-100 kr a persona,", , ",1.0,False,True,False
jane s smørrebrød og catering,"Herlev Hovedgade 60, 2730 Herlev",Jane's Smørrebrød/Catering,3.5,31.0,1-100 kr a persona,,1.0,False,True,False
Riccos Kaffe Rentemestervej,"Rentemestervej 80, st., 2400 København NV",Riccos Kaffe,3.5,61.0,1-100 kr a persona,,1.0,False,True,False
Quincy ApS,"Gothersgade 33A, 3. th, 1123 København K",,3.5,5.0,,,2.0,True,True,True
Banken,"Gasværksvej 23, st. tv, 1656 København V",Banken,3.5,35.0,100-200 kr a persona,", ",1.0,False,True,False
Peders ApS,"Østerdalsgade 1B, 5., 2300 København S",,3.5,5.0,,,2.0,True,True,True
Café Domhuset,"Hospitalsvej 5, 2000 Frederiksberg",Cafe Domhuset,3.5,168.0,1-100 kr a persona,,1.0,False,True,False
Thomsens service v k thomsen,"Lammeengen 35, 2765 Smørum",,3.5,5.0,,,2.0,True,True,True
MariaElla Lounge,"Skovledet 103A, 2. th, 3400 Hillerød",,3.5,5.0,,,2.0,True,True,True
partypølen,"Scandiagade 74, 1. tv, 2450 København SV",,3.5,5.0,,,2.0,True,True,True
Peders ApS,"Sankt Peders Stræde 31, kl., 1453 København K",Peders - Craft Beer Bar & Bottle Shop,3.5,678.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
BD/CC,"Hf. Engly 46, 2300 København S",,3.5,5.0,,,2.0,True,True,True
Little House Pakkerivej ApS,"Viborggade 70B, st., 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Little House Pakkerivej ApS,"Pakkerivej 1, 2500 Valby",little house Valby,3.5,50.0,,", , ",2.0,True,True,False
Carol's Kaffe,"Egedalsvænge 9, 3. tv, 2980 Kokkedal",,3.5,5.0,,,2.0,True,True,True
Garage,"Heimdalsgade 42, 2200 København N",Garage,3.5,5.0,,,2.0,True,True,True
Jiahe ApS,"Helsingørsgade 15, st. tv, 3400 Hillerød",,3.5,5.0,,,2.0,True,True,True
Kaffeiin,"Frederikssundsvej 299, st. th, 2700 Brønshøj",Kaffeiin - Kaffe og sandwich og deserter.,3.5,121.0,1-100 kr a persona,", ",1.0,False,True,False
Espresso House - Amagerbrogade,"Amagerbrogade 51, 2300 København S",Espresso House,3.5,468.0,1-100 kr a persona,", , , , , ",1.0,False,True,False
Coffee First cafe nr. 2,"Ved Vesterport 4, st., 1612 København V",Coffee First,3.5,49.0,100-200 kr a persona,", , ",1.0,False,True,False
3-Dashes ApS,"Kompagnistræde 9, kl., 1208 København K",,3.5,5.0,,,2.0,True,True,True
Mariager,"Drosselvej 22, 3660 Stenløse",,3.5,5.0,,,2.0,True,True,True
Berjaya Coffee Nordic ApS,"Amerika Plads 37, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Oasen,"Slotsbakken 210, 2970 Hørsholm",,3.5,5.0,,,2.0,True,True,True
Coffee First Kaffecykel,"Gammel Kongevej 10, 1610 København V",Coffee First,3.5,520.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
kaffe-to-go,"Lilletoften 30, 1. tv, 2740 Skovlunde",Kaffeexpert.dk,3.5,5.0,,,2.0,True,True,True
Vesterbrogade,"Vesterbrogade 1G, 1620 København V",Vesterbrogade 1G,3.5,5.0,,,2.0,True,True,True
Food Truck,"Nøglegårdsvej 18A, 3540 Lynge",,3.5,5.0,,,2.0,True,True,True
Event Bar,"Nøglegårdsvej 18A, 3540 Lynge",,3.5,5.0,,,2.0,True,True,True
Cafe Strandhuset,"Nivå Strandpark 21, 2990 Nivå",Cafe Strandhuset,3.5,258.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Bubblewow ApS,"Gammeltorv 8, 1457 København K",Bubblewow,3.5,703.0,,", , , , , , , , , ",2.0,True,True,False
JJ22 ApS,"Masnedøgade 3, 3. th, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Riccos kaffe - Kaktus towers,"Dybbølsbro 1, 1577 København V",Riccos Kaffebar Kaktus Towers,3.5,33.0,1-100 kr a persona,", , , , , ",1.0,False,True,False
Original Coffee Jorcks Passage,"Jorcks Passage 1A, st., 1162 København K",Original Coffee Jorcks Passage,3.5,29.0,1-100 kr a persona,", , , ",1.0,False,True,False
Funder i Frederiksberg Have,"Frederiksberg Runddel 3F, 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
Allo,"Ryumgårdvej 29, 2770 Kastrup",Ryumgårdvej 29,3.5,5.0,,,2.0,True,True,True
JOE & THE JUICE - Vesterbrogade,"Vesterbrogade 57, 1620 København V",,3.5,5.0,,,2.0,True,True,True
MONTEGRO ApS,"Frederiksborgvej 7, 2400 København NV",,3.5,5.0,,,2.0,True,True,True
Cafe Spiren 2024 ApS,"Høvedstensvej 47, 2650 Hvidovre",,3.5,5.0,,,2.0,True,True,True
JOE & THE JUICE - Fields,"Arne Jacobsens Allé 12, 2300 København S",JOE & THE JUICE,3.5,290.0,1-200 kr a persona,", , , , ",1.0,False,True,False
JOE & THE JUICE - Waterfront,"Tuborg Havnevej 4 - 8, 2900 Hellerup",Joe & The Juice,3.5,57.0,,", ",2.0,True,True,False
Bassinet,"Århusgade 64, kl. tv, 2100 København Ø",,3.5,5.0,,,2.0,True,True,True
Café Sweet Surrender,"Dybbølsgade 49, 1721 København V",Café Sweet Surrender,3.5,189.0,100-200 kr a persona,", , , , , ",1.0,False,True,False
Cafe Erik,"Valdemarsgade 24, 1665 København V",Cafe Erik,3.5,111.0,1-100 kr a persona,", ",1.0,False,True,False
Espresso House Denmark A/S,"Vimmelskaftet 43, 4., 1161 København K",,3.5,5.0,,,2.0,True,True,True
CAFÉ BLÅGÅRDS APOTEK ApS,"Blågårds Plads 2, 2200 København N",Blågård's Pharmacy,3.5,741.0,100-200 kr a persona,", , , , , , ",1.0,False,True,False
Coffee First ApS,"Gammel Kongevej 1, st., 1610 København V",Coffee First,3.5,520.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
Kaffe v/Lasse Johansen,"Istedgade 90, 1650 København V",Café V,3.5,94.0,,,2.0,True,True,False
Søborg Kaffehus ApS,"Søborg Hovedgade 104, 2860 Søborg",Søborg Kaffehus,3.5,168.0,1-100 kr a persona,", ",1.0,False,True,False
S.E Piben ApS,"Sallingvej 65, st., 2720 Vanløse",,3.5,5.0,,,2.0,True,True,True
Dojo's Kaffebar ApS,"Larsbjørnsstræde 20, 1454 København K",Dojos kaffebar,3.5,22.0,1-100 kr a persona,", ",1.0,False,True,False
Nærum Kaffebar,"Nærum Hovedgade 41, 2850 Nærum",Nærum Kaffebar,3.5,28.0,100-200 kr a persona,,1.0,False,True,False
Rådhuspladsen foodprep,"Vesterbrogade 3A, 1620 København V",,3.5,5.0,,,2.0,True,True,True
Kaffe & Events ApS,"Grøndals Parkvej 81, 2720 Vanløse",,3.5,5.0,,,2.0,True,True,True
Artisan Pop Up,"Gothersgade 113, st., 1123 København K",,3.5,5.0,,,2.0,True,True,True
Espresso House Herlev Bymidte,"Herlev Torv 2, 2730 Herlev",Espresso House,3.5,15.0,1-100 kr a persona,,1.0,False,True,False
Kafferiet i Kongens Have,"Kronprinsessegade 1, 1306 København K",Kafferiet,3.5,186.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Joe & The Juice - Danske Bank HQ,"Bernstorffsgade 38, 1577 København V",,3.5,5.0,,,2.0,True,True,True
Cafe Bagsværd v/Celik Irfan,"Bagsværd Hovedgade 130, st., 2880 Bagsværd",,3.5,5.0,,,2.0,True,True,True
Sansegården ApS,"Lille Kildebækvej 3, 3660 Stenløse",Sansegården ApS,3.5,8.0,,,2.0,True,True,False
The Coffee Fellaz,"Helgolandsgade 10, kl. th, 1653 København V",,3.5,5.0,,,2.0,True,True,True
Tea:licious Café,"Studiestræde 21, 1455 København K",Tea:licious Cafe,3.5,425.0,,", , , , , , , , , ",2.0,True,True,False
Bastard Café Valby,"Valgårdsvej 4, 2500 Valby","Bastard Café Valby _ Outdoor Seating, Beers & Chill",3.5,145.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Kohinoor ApS,"Glumsøvej 44, 2700 Brønshøj",Kohinoor,3.5,30.0,100-200 kr a persona,,1.0,False,True,False
Tak for Kaffe,"Niels Hemmingsens Gade 10, 1153 København K",Tak For Kaffe,3.5,163.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Røde Roses Kaffebar,"Baldersgade 65, 2200 København N",,3.5,5.0,,,2.0,True,True,True
Espresso House - Lyngby Hovedgade,"Lyngby Hovedgade 49B, 2800 Kongens Lyngby",Espresso House,3.5,629.0,1-100 kr a persona,", , , , , , ",1.0,False,True,False
JOE & THE JUICE A/S,"Østergade 26, 1100 København K",,3.5,5.0,,,2.0,True,True,True
"Bevars Kaffe, Øl og Vin-Bar","Ravnsborggade 10B, st., 2200 København N",Bevar’s,3.5,399.0,,", , , , , , , , , ",2.0,True,True,False
JOE & THE JUICE - Frederiksberg Centeret,"Falkoner Alle 21, 2., 2000 Frederiksberg",,3.5,5.0,,,2.0,True,True,True
ASA 2014 ApS,"Fiolstræde 42, 1171 København K",Asa 2014 ApS,3.5,5.0,,,2.0,True,True,True
Original Coffee Store Kongensgade,"Store Kongensgade 124, st., 1264 København K",Original Coffee Store Kongensgade,3.5,182.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
bichoy tadros,"Malmbergsvej 15, 3. th, 2850 Nærum",La Rosa Pizzaria & Grill,3.5,134.0,1-100 kr a persona,,1.0,False,True,False
JOE & THE JUICE - Sankt Annæ Plads,"Sankt Annæ Plads 13, 1250 København K",JOE & THE JUICE,3.5,389.0,100-200 kr a persona,", , , , , , , , , ",1.0,False,True,False
ROAST COFFEE ApS,"Vestmannagade 6, kl., 2300 København S",,3.5,5.0,,,2.0,True,True,True
Original Coffee Hellerup,"Strandvejen 149, 1., 2900 Hellerup",Original Coffee Hellerup,3.5,209.0,1-100 kr a persona,", , , , , , , , ",1.0,False,True,False
Fjordens café og ishus minigolf,"Havnegade 16, 3390 Hundested",Fjordens café og ishus - minigolf,3.5,106.0,,,2.0,True,True,False
Espresso House - Glostrup,"Glostrup Shoppingcenter 19, st., 2600 Glostrup",Espresso House,3.5,305.0,1-100 kr a persona,,1.0,False,True,False
Linds kaffebar,"Oscar Brunsvej 9, 3050 Humlebæk",Lind's Kaffebar,3.5,260.0,1-100 kr a persona,", , , , , , , , , ",1.0,False,True,False
Starbucks Frederiksbergcenteret,"Falkoner Alle 21, 2000 Frederiksberg",Starbucks,3.5,497.0,1-100 kr a persona,,1.0,False,True,False
Espresso House - Spinderiet,"Valby Torvegade 12, 2500 Valby",Espresso House,3.5,391.0,1-100 kr a persona,", , , , , ",1.0,False,True,False
Tesalon Tivoli ApS,"Vesterbrogade 3, 1620 København V",Chaplon Tesalon,3.5,56.0,100-200 kr a persona,,1.0,False,True,False
