Name,Address,P-nummer,Status,Company Type,Startdate,Enddate
Pizza Nova,"Eremitageparken 337, 2800 Kongens Lyngby",1030797244,Aktiv,P-enhed,31.10.2024,
UTTERSLEV PIZZARIA,"Utterslev Torv 18, 2400 København NV",1030981088,Aktiv,P-enhed,08.01.2025,
BANENS PIZZA ApS,"Gammel Jernbanevej 19, 2500 Valby",1030342190,Aktiv,P-enhed,29.04.2024,
Don't Burn it,"Folehaven 68, 2500 Valby",1030726274,Aktiv,P-enhed,04.10.2024,
PIZZAMED V/ Zafer,"Vangedevej 2, 2820 Gentofte",1030030199,Aktiv,P-enhed,23.01.2024,
Pizzeria Da Gigi,"Falkoner Alle 30, 2000 Frederiksberg",1029472897,Aktiv,P-enhed,01.07.2023,
Hellerup Kebab ApS,"Puggaardsgade 3, 1573 København V",1029603452,Aktiv,P-enhed,01.09.2023,
Carraig Grilled Cheese,"Maegårdsvej 4, 3770 Allinge",1029525184,Aktiv,P-enhed,23.06.2023,
JOP Food ApS,"Munkegårde, 3490 Kvistgård",1029593260,Aktiv,P-enhed,23.08.2023,
Anne,"Overdrevsvej 44, 2765 Smørum",1029718756,Aktiv,P-enhed,01.10.2023,
BrazFoods,"Reventlowsgade 24, 3. tv, 1651 København V",1029782314,Aktiv,P-enhed,26.10.2023,
Panda thai takeaway,"Roskildevej 40C, 3600 Frederikssund",1029744633,Aktiv,P-enhed,12.10.2023,
Arain Invest ApS,"Brunevang 44, 4. 1, 2610 Rødovre",1025892247,Aktiv,P-enhed,31.05.2020,
Philly's Nørrebrogade ApS,"Kirstinehøj 34, 2770 Kastrup",1026049039,Aktiv,P-enhed,10.07.2020,
Rasmussen's Spisested ApS,"Skuldelev, 4050 Skibby",1026071719,Aktiv,P-enhed,28.07.2020,
Bare En Burger Holding ApS,"Smallegade 37B, kl. 1, 2000 Frederiksberg",1027153492,Aktiv,P-enhed,11.05.2021,
Pølsevognen. Frederiksberg Centret,"Falkoner Alle 56B, 2000 Frederiksberg",1027104890,Aktiv,P-enhed,27.04.2021,
Premier Ishus Allinge Havn,"Havnegade 7B, 3770 Allinge",1027235529,Aktiv,P-enhed,30.04.2021,
SKOVGRILLEN HILLERØD V/ FRANK SKREE JENSEN,"Fredensborgvej 29, 3400 Hillerød",1003822760,Aktiv,P-enhed,01.10.1996,
"Piccolo Pizzeria, Englandsvej","Englandsvej 12B, 2300 København S",1027235863,Aktiv,P-enhed,07.06.2021,
Dig&MIG ApS,"Løvsangervej 2, 3390 Hundested",1027546168,Aktiv,P-enhed,12.09.2021,
Spyd,"Valhøjs Alle 123D, 1. tv, 2610 Rødovre",1026023668,Aktiv,P-enhed,08.07.2020,
T&J ApS,"Skolevej 10F, 1., 2630 Taastrup",1025830446,Aktiv,P-enhed,14.05.2020,
Martha company,"Bremensgade 29, 1. tv, 2300 København S",1026251482,Aktiv,P-enhed,11.09.2020,
Danish Dynamite Pølsevogn - By Mrs Nielsen,"Vibens Kvt 2A, 2620 Albertslund",1026233999,Aktiv,P-enhed,01.10.2020,
Mad Boks,"Akademivej 19, 2. th, 2800 Kongens Lyngby",1028083838,Aktiv,P-enhed,21.03.2022,
SSP Denmark ApS,"Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028255930,Aktiv,P-enhed,29.04.2022,
Surf n' Turf Sausages,"Slagtehusgade 11A, 1715 København V",1028354971,Aktiv,P-enhed,21.06.2022,
Hansens og Jensens Bellevue,"Strandvejen 340, 2930 Klampenborg",1028409164,Aktiv,P-enhed,11.07.2022,
Il Mondo Pizzeria & Grill,"Egegårdsvej 1, st. tv, 2800 Kongens Lyngby",1030723801,Aktiv,P-enhed,01.10.2024,
Taastrup Kebab,"Taastrup Hovedgade 79, 2630 Taastrup",1028177999,Aktiv,P-enhed,01.05.2022,
Det Lille Ishus i Hornbæk - Gilleleje-Isen ApS,"Øresundsvej 12, 3100 Hornbæk",1028369103,Aktiv,P-enhed,28.06.2022,
LB Company ApS,"Rolighedsvej 15, 1958 Frederiksberg C",1028349390,Aktiv,P-enhed,20.06.2022,
Yousefs Spisted,"Toftegårds Allé 28, 2500 Valby",1028353215,Aktiv,P-enhed,21.06.2022,
San Remo Pizza,"Gammel Køge Landevej 801, 2660 Brøndby Strand",1028428967,Aktiv,P-enhed,01.08.2022,
Usserød skolen,"Gl Byvej 10, 2970 Hørsholm",1028689019,Aktiv,P-enhed,01.07.2022,
Monette Asian Food,"Frederikssundsvej 157, st. th, 2700 Brønshøj",1028476465,Aktiv,P-enhed,01.08.2022,
Strandcafé ApS,"Norgesmindevej 24, 1., 2900 Hellerup",1031211588,Aktiv,P-enhed,29.03.2025,
Bili Gale ApS,"Lynghøjvej 6C, 3540 Lynge",1030657914,Aktiv,P-enhed,11.09.2024,
kebab og pølsevogn,"Frederikssundsvej 50, 2400 København NV",1030727564,Aktiv,P-enhed,07.10.2024,
Bagel Birkerød,"Hovedgaden 41A, st. 1, 3460 Birkerød",1030645797,Aktiv,P-enhed,06.09.2024,
Dessertbro ApS,"Mørkhøjvej 302, 2860 Søborg",1030605019,Aktiv,P-enhed,21.08.2024,
Biksen,"Islevbrovej 25A, 2610 Rødovre",1029936613,Aktiv,P-enhed,13.12.2023,
Ishøj bycentre candyfloss,"Ishøj Østergade 43, 1., 2635 Ishøj",1030088855,Aktiv,P-enhed,07.02.2024,
Bendixen Mad ApS,"Vester Voldgade 90, st. 1, 1552 København V",1026312112,Aktiv,P-enhed,07.10.2020,
Crazy Mango,"Borgmester Fischers Vej 5B, 3. 1, 2000 Frederiksberg",1030108716,Aktiv,P-enhed,19.02.2024,
Marios Pizzabar,"Gammelmosevej 186, 2800 Kongens Lyngby",1030004570,Aktiv,P-enhed,01.01.2024,
Roma Pizzaria,"Gammel Køge Landevej 292, 2650 Hvidovre",1030011569,Aktiv,P-enhed,15.12.2023,
banpui ApS,"Bavnehøj Allé 5, st. 3, 2450 København SV",1030970620,Aktiv,P-enhed,09.01.2025,
Bellano Pizzeria,"Frankrigshusene 1, 2300 København S",1030969630,Aktiv,P-enhed,01.01.2025,
KINAGRILLEN V/VAN LIEN BUI,"Englandsvej 194, 2300 København S",1010986911,Aktiv,P-enhed,01.12.2004,
Cavallino 3,"Jesper Brochmands Gade 15, st. tv, 2200 København N",1031131231,Aktiv,P-enhed,17.02.2025,
Dog House,"Linnésgade 17, 1361 København K",1029157932,Aktiv,P-enhed,01.05.2023,
Costa Smeralda,"Rådhusvej 10, 2920 Charlottenlund",1029435797,Aktiv,P-enhed,29.06.2023,
Freddys Grill,"Industrivænget 2, 3400 Hillerød",1029555849,Aktiv,P-enhed,16.08.2023,
Tofamilier ApS,"Hovedgaden 67A, 3220 Tisvildeleje",1029252021,Aktiv,P-enhed,24.04.2023,
Byens pølser,"Lygten 2A, 2400 København NV",1029302010,Aktiv,P-enhed,31.05.2023,
Barbecue Barn Helsingør,"Rønnebær Alle 120, 3000 Helsingør",1029585659,Aktiv,P-enhed,01.09.2023,
D.C ApS,"Elmelunden 5, 2635 Ishøj",1031025237,Aktiv,P-enhed,23.01.2025,
Fælledvejs Madhus ApS,"Fælledvej 6, 2200 København N",1029455836,Aktiv,P-enhed,05.07.2023,
Eco- ApS,"Frimestervej 75, 2. tv, 2400 København NV",1029487029,Aktiv,P-enhed,16.06.2023,
Blitz Papito,"Dronningens Tværgade 40, 1. tv, 1302 København K",1029310552,Aktiv,P-enhed,15.05.2023,
Migas,"Korsørgade 36, st. 2, 2100 København Ø",1029404530,Aktiv,P-enhed,19.06.2023,
Stadion Kebab & Grill,"Østergården 16, 3. th, 2635 Ishøj",1029568010,Aktiv,P-enhed,14.08.2023,
GRILL I/S,"Vigerslev Allé 80, st. th, 2500 Valby",1029315333,Aktiv,P-enhed,15.05.2023,
Takeasy Sushi 2023,"Kongevejen 4A, 2791 Dragør",1029336136,Aktiv,P-enhed,01.06.2023,
Kroghs Pølsevogn,"Hovedgaden 28, 2970 Hørsholm",1029431163,Aktiv,P-enhed,28.06.2023,
SMACKS ApS,"Jonstrupvej 233, 2750 Ballerup",1029522436,Aktiv,P-enhed,29.07.2023,
KBB ApS,"Halmtorvet 40, 1700 København V",1030837920,Aktiv,P-enhed,13.11.2024,
Byens Foderbræt,"Hyldegårds Tværvej 51, 2920 Charlottenlund",1030632741,Aktiv,P-enhed,02.09.2024,
Kvistgård Grillen,"Egeskovvej 4B, 3490 Kvistgård",1030501124,Aktiv,P-enhed,01.07.2024,
Virum Kebab house ApS,"Geels Plads 8, 2830 Virum",1030477118,Aktiv,P-enhed,26.06.2024,
Kina Grill v/Chanhung Tao & Aiyu Wang,"Hasselvej 2, st., 2830 Virum",1014594287,Aktiv,P-enhed,08.07.2008,
Hugos Pizzaria v/Erkan Taylan,"Øresundsvej 106, 2300 København S",1014742456,Aktiv,P-enhed,01.10.2008,
Trento Pizza v/Ramadan Raif Ahmed,"Frederiksborgvej 178, 2400 København NV",1008409346,Aktiv,P-enhed,01.04.2001,
Slikkeladen v/Kenny S Rasmussen,"Roskildevej 244, 2610 Rødovre",1015134816,Aktiv,P-enhed,23.03.2009,
Crepes a la Cart Reffen,"Refshalevej 167, 1432 København K",1023701584,Aktiv,P-enhed,10.05.2018,
GRILLFORRETNINGEN GODTHÅBSVEJ 67 V/MICHAEL TRUNG NGUYEN,"Godthåbsvej 67, 2000 Frederiksberg",1004526513,Aktiv,P-enhed,01.06.1998,
MOLEKIOSKEN V/GERT FIALA CARLSEN,"Langeliniekaj 59, 2100 København Ø",1004892602,Aktiv,P-enhed,01.01.1999,
Yilmaz Döner Kebab v/Kadir Yilmaz,"Frederikssundsvej 68 i, 2400 København NV",1017982792,Aktiv,P-enhed,27.09.2012,
Restaurant Pho Saigon,"Vesterbrogade 83, st. th, 1620 København V",1017839388,Aktiv,P-enhed,03.08.2012,
Sandwich House,"Stjernegade 26 b, 3000 Helsingør",1017892246,Aktiv,P-enhed,30.08.2012,
APS SPKR NR 1645,"Gothersgade 21E, kl., 1123 København K",1000056802,Aktiv,P-enhed,01.07.1986,
GASTRONOMIA CANDIDO V/G CANDIDO,"Godthåbsvej 53, 2000 Frederiksberg",1000135488,Aktiv,P-enhed,01.07.1986,
CENTER PIZZA V/MEHMET KAYA,"Egedal Centret 66, 3660 Stenløse",1000967962,Aktiv,P-enhed,01.01.1992,
Søs' Grillbar,"Hvidovrevej 128R, 1. tv, 2650 Hvidovre",1030886778,Aktiv,P-enhed,15.03.2025,
The Durum ApS,"Ugandavej 111, 2770 Kastrup",1025341291,Aktiv,P-enhed,10.12.2019,
Big Bite Doner Hus,"H.C. Ørsteds Vej 43C, 1879 Frederiksberg C",1029805462,Aktiv,P-enhed,01.11.2023,
The Bagel Store Folehaven ApS,"Folehaven 70B, 2500 Valby",1030585875,Aktiv,P-enhed,13.08.2024,
Kamelen,"Roskildevej 40, 2000 Frederiksberg",1029673787,Aktiv,P-enhed,01.07.2023,
Peoples Pita,"Roskildevej 38, 2000 Frederiksberg",1029863071,Aktiv,P-enhed,01.12.2023,
Aladdin House ApS,"Ejby Industrivej 27, 2600 Glostrup",1029652690,Aktiv,P-enhed,12.09.2023,
Pizza Odri,"Tåsingegade 51, 2100 København Ø",1029781490,Aktiv,P-enhed,01.11.2023,
Pappas Malls ApS,"Vesterbrogade 102, st. tv, 1620 København V",1030253392,Aktiv,P-enhed,10.04.2024,
Bauhaus Cafe Søborg,"Turbinevej 4, 2860 Søborg",1027780055,Aktiv,P-enhed,01.12.2021,
Kebab Bornholm,"Malerstræde 5, st. 9, 3790 Hasle",1027789362,Aktiv,P-enhed,06.12.2021,
Wok Elé,"Ernie Wilkins Vej 5, 2. mf, 2450 København SV",1027733243,Aktiv,P-enhed,19.11.2021,
Pitstop,"Else Alfelts Vej 60E, 2. tv, 2300 København S",1030422461,Aktiv,P-enhed,29.05.2024,
Kastrup Ishus,"Saltværksvej 76, 2770 Kastrup",1030440907,Aktiv,P-enhed,15.06.2024,
Hellerup Kebab,"Strandparksvej 1, 2900 Hellerup",1030450708,Aktiv,P-enhed,08.04.2024,
PAPAY Pizzeria,"Gurrevej 42A, 3000 Helsingør",1030537455,Aktiv,P-enhed,05.08.2024,
Teds,"Meklenborggade 11, 3. mf, 2300 København S",1030370623,Aktiv,P-enhed,13.05.2024,
Konya Kebab,"Kongensgade 27, 3550 Slangerup",1030077918,Aktiv,P-enhed,06.02.2024,
Royal Bagel ApS,"Spættens Kvt 9A, 2620 Albertslund",1029701543,Aktiv,P-enhed,03.10.2023,
MajsMobilen,"Frederikssundsvej 85, 1. th, 2400 København NV",1030592782,Aktiv,P-enhed,18.08.2024,
WKL ApS,"Ulrik Birchs Allé 13, 2300 København S",1015223509,Aktiv,P-enhed,21.04.2009,
Elvan Shawarma,"Nørrebrogade 225, 2200 København N",1015022686,Aktiv,P-enhed,26.01.2009,
Restaurant Pho Saigon,"Vesterbrogade 83, st. th, 1620 København V",1015523545,Aktiv,P-enhed,21.09.2009,
pappa,"Lyngby Storcenter 1, 1. 150, 2800 Kongens Lyngby",1031211391,Aktiv,P-enhed,09.04.2025,
China Grill Take Away v/Chuang Wen Zheng,"Slotsherrensvej 157, 2720 Vanløse",1016079894,Aktiv,P-enhed,01.07.2010,
Jeanette Gaarn,"Voldboligerne 10, 1. th, 1426 København K",1002116925,Aktiv,P-enhed,01.01.1979,
EQT Invest ApS,"Hold-An Vej 94, 2750 Ballerup",1018163442,Aktiv,P-enhed,03.01.2013,
Star Midnight Kebab-Grill v/Köksal Babayigit,"Istedgade 101, 1650 København V",1010269764,Aktiv,P-enhed,01.01.2004,
Boathip Thai Take Away v/Kim N. Mortensen,"Århusgade 85, 1. tv, 2100 København Ø",1010601106,Aktiv,P-enhed,01.01.2005,
JimmIS V/Jimmi Nielsen,"Rosenørns Alle 52, 2. tv, 1970 Frederiksberg C",1025761010,Aktiv,P-enhed,16.04.2020,
Siciliansk Is på Skjolds Plads,"Skjolds Plads 2, st. th, 2200 København N",1028100929,Aktiv,P-enhed,21.03.2022,
Captain Morgan's coffee,"Hf. Engly 16, 2300 København S",1022001074,Aktiv,P-enhed,20.01.2017,
Pizza Gallery ApS,"Hovedgaden 30B, 3460 Birkerød",1025170896,Aktiv,P-enhed,24.10.2019,
I/S MAGARI,"Islevhusvej 69A, 1., 2700 Brønshøj",1020591206,Aktiv,P-enhed,04.08.2015,
Rainbow,"Østerbrogade 160, st. 2, 2100 København Ø",1023376616,Aktiv,P-enhed,01.03.2018,
GRILLVÆRKET ApS,"Vinderød Skov 2A, 3300 Frederiksværk",1023385151,Aktiv,P-enhed,27.02.2018,
Berlin Gemüse Döner Kebap,"Søborg Hovedgade 29, st., 2870 Dyssegård",1016076844,Aktiv,P-enhed,01.06.2010,
5`ERENS STØTTEFORENING AF 1997,"Baldersbr, 2640 Hedehusene",1002832906,Aktiv,P-enhed,01.05.1983,
Restaurant La Perla,"Landemærket 27, 1119 København K",1002987866,Aktiv,P-enhed,01.09.1994,
KINAGRILLEN V/CHAU VAN LOI,"Rugkærgårdsvej 64, 2630 Taastrup",1003888869,Aktiv,P-enhed,28.10.1996,
SANDWICHBAREN APS,"Vimmelskaftet 39, 1161 København K",1003743629,Aktiv,P-enhed,01.01.1996,
Sophas Take Away,"Rønnevej 74, 3720 Aakirkeby",1024164205,Aktiv,P-enhed,01.01.2019,
TURKAN ApS,"Kollerupparken 23, 2665 Vallensbæk Strand",1017972487,Aktiv,P-enhed,01.10.2012,
Pjerrots Ishus ApS,"Dyrehavsbakken 77A, 2930 Klampenborg",1031104706,Aktiv,P-enhed,19.02.2025,
BELLA GRILL V/H & H SINGH,"Bellahøjvej 119, 2720 Vanløse",1001245409,Aktiv,P-enhed,15.09.1993,
Hillerød Pizza og Bøfhus,"Slotsgade 57A, 3400 Hillerød",1017928607,Aktiv,P-enhed,17.09.2012,
Babino Restaurant & Pizzaria,"Gilleleje Stationsvej 3A, 3250 Gilleleje",1031070828,Aktiv,P-enhed,11.02.2025,
Awasana.dk,"Refshalevej 167, 1., 1432 København K",1026819152,Aktiv,P-enhed,17.02.2021,
Bekarhan ApS,"Skærager 33, 2620 Albertslund",1024723328,Aktiv,P-enhed,14.05.2019,
Kcal Factory - Østerbro,"Østerbrogade 31, 2100 København Ø",1024902664,Aktiv,P-enhed,30.07.2019,
"Roast, Toast & Pancakes","Norddyssen 76A, 1441 København K",1023729470,Aktiv,P-enhed,26.06.2018,
Mira Group ApS,"Jagtvej 87, st. th, 2200 København N",1028253431,Aktiv,P-enhed,16.05.2022,
ZW ApS,"Støberigade 29, 5. tv, 2450 København SV",1028256104,Aktiv,P-enhed,17.05.2022,
"SSP DK, AFD. 59, Steff Pølsebar Airside T3","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028257666,Aktiv,P-enhed,29.04.2022,
"SSP DK, AFD. 56, Steff Pølsebar Landside T3","Lufthavnsboulevarden 14, 1., 2770 Kastrup",1028257607,Aktiv,P-enhed,29.04.2022,
mad til din fest,"Rovsingsgade 57, 3. th, 2200 København N",1021838000,Aktiv,P-enhed,02.10.2016,
Louise's,"Ålekistevej 75, 2720 Vanløse",1022009156,Aktiv,P-enhed,01.01.2017,
Aakirkeby Grillen v/Jette Marker,"Kirkepladsen 2, 3720 Aakirkeby",1001005303,Aktiv,P-enhed,25.03.1992,
DOGAN PIZZA V/ENVER GUCLU,"Thomas Laubs Gade 39, 2100 København Ø",1001427456,Aktiv,P-enhed,24.10.1994,
Jensen I/S v/Linda Sonja Jensen og Jesper Bjørnberg Jensen,"Amager Landevej 129, 2770 Kastrup",1001436661,Aktiv,P-enhed,01.07.1972,
AMED ApS,"Sjælør Boulevard 42, 2450 København SV",1013385889,Aktiv,P-enhed,26.06.2007,
Lydolphs Isbar,"Møllegade 3C, 3250 Gilleleje",1031193903,Aktiv,P-enhed,15.03.2025,
Lupitas House IL MONDO,"Egegårdsvej 1, 2800 Kongens Lyngby",1029489463,Aktiv,P-enhed,20.08.2023,
Stengade 28B,"Stengade 28B, 3000 Helsingør",1030215814,Aktiv,P-enhed,25.03.2024,
Amore Pizza/Sulejman,"Frederikssundsvej 119H, 2700 Brønshøj",1030366456,Aktiv,P-enhed,17.05.2024,
panchuke,"Sankt Peders Stræde 30B, 1. tv, 1453 København K",1030436047,Aktiv,P-enhed,12.06.2024,
Hansens på bryggen,"Islands Brygge 18, 2300 København S",1030480518,Aktiv,P-enhed,26.06.2024,
Mira security,"Dalvangsvej 13, 2. 2, 2600 Glostrup",1030281973,Aktiv,P-enhed,01.04.2024,
Lakrids Kompagniet,"Kæmpestranden 18, 3770 Allinge",1030342727,Aktiv,P-enhed,10.05.2024,
Gribskov Street Food ApS,"Sydskrænten 16, 3210 Vejby",1030387909,Aktiv,P-enhed,14.05.2024,
Destemino Pizza Kebab,"Falkoner Alle 52, st. mf, 2000 Frederiksberg",1018419463,Aktiv,P-enhed,15.04.2013,
Hauge Boder,"Olaf Poulsens Alle 1, 3480 Fredensborg",1018805150,Aktiv,P-enhed,07.10.2013,
MYMQ INNOVATION APS,"Solnavej 73, 2860 Søborg",1024127644,Aktiv,P-enhed,09.11.2018,
Skovlunde Kebab,"Bybuen 2, 2740 Skovlunde",1023915347,Aktiv,P-enhed,01.09.2018,
12March ApS,"Nørre Farimagsgade 11, 2. th, 1364 København K",1024539012,Aktiv,P-enhed,23.03.2019,
Pizza D'Italia,"Classensgade 50, st., 2100 København Ø",1027297001,Aktiv,P-enhed,01.06.2021,
Albertslund Shawarma House,"Kanalgaden 2, 2620 Albertslund",1027490928,Aktiv,P-enhed,01.09.2021,
Kumo Sushi Glostrup ApS,"Jernbanevej 14, st., 2600 Glostrup",1027504384,Aktiv,P-enhed,06.09.2021,
byens pølser,"Gravervænget 5, 2400 København NV",1027429412,Aktiv,P-enhed,16.08.2021,
Sandwich Shoppen,"Rolighedsvej 20, st. 1, 1958 Frederiksberg C",1027685966,Aktiv,P-enhed,01.11.2021,
Shawarma & Burger House ApS,"Nyvej 85, 2620 Albertslund",1027739659,Aktiv,P-enhed,18.11.2021,
Berlin Gemüse Kebab,"Søborg Hovedgade 29, kl., 2870 Dyssegård",1028077781,Aktiv,P-enhed,20.03.2022,
ForkNBowl v/ Salli kassem Naji,"Julius Bloms Gade 20B, 1. th, 2200 København N",1028129528,Aktiv,P-enhed,17.03.2022,
Moo Moo Isbar,"Frederiksborggade 3, st. 1, 1360 København K",1028249353,Aktiv,P-enhed,01.06.2022,
Royal Burger&Shawarma,"Ørestads Boulevard 102C, 2300 København S",1028092233,Aktiv,P-enhed,17.03.2022,
Coffee & Sandwich,"Taastrup Hovedgade 97, 2630 Taastrup",1018359630,Aktiv,P-enhed,01.04.2013,
Dessani IVS,"Frederikssundsvej 322B, 2700 Brønshøj",1020231374,Aktiv,P-enhed,05.03.2015,
Kebab Huset,"Hvidovrevej 89B, 2650 Hvidovre",1020357432,Aktiv,P-enhed,01.05.2015,
Burger House Lyngby,"Lystoftevej 52, 2800 Kongens Lyngby",1031105176,Aktiv,P-enhed,03.02.2025,
BUP Entreprise ApS,"Nørregade 2, 3390 Hundested",1020522239,Aktiv,P-enhed,26.06.2015,
Social Foodies Ordrup,"Ordrupvej 42, 2920 Charlottenlund",1020660119,Aktiv,P-enhed,01.07.2015,
Det Tyrkiske Køkken,"Bygningstorvet 116, kl., 2800 Kongens Lyngby",1020740309,Aktiv,P-enhed,16.09.2015,
Deli Weli,"Præstebrovej 62, 2860 Søborg",1028859526,Aktiv,P-enhed,14.12.2022,
Food Family Frederiksberg,"Mariendalsvej 55D, 2000 Frederiksberg",1027984637,Aktiv,P-enhed,10.02.2022,
Curly Burger Foodtruck,"Kirkevænget 4, 1. th, 3450 Allerød",1028061745,Aktiv,P-enhed,08.03.2022,
Kimo&Kimo ApS,"Frederiksberg Alle 41B, st. 7, 1820 Frederiksberg C",1027941555,Aktiv,P-enhed,25.01.2022,
Buresø Cafe,"Skovvej 1, 3550 Slangerup",1027641195,Aktiv,P-enhed,21.10.2021,
Onkel Toves ved Thomas Strunge,"Søndervej 3, 4050 Skibby",1028342221,Aktiv,P-enhed,16.06.2022,
Pizzatime di anas,"Fiolstræde 28, st. 1, 1171 København K",1028373909,Aktiv,P-enhed,01.07.2022,
Mørkhøj Pizzaria,"Mørkhøjvej 69, 2700 Brønshøj",1028383440,Aktiv,P-enhed,10.06.2022,
Hubb Nørreport,"Nørre Voldgade 25, st., 1358 København K",1028331769,Aktiv,P-enhed,14.06.2022,
Juicy Burger Place,"Frederikssundsvej 67, 2400 København NV",1028295002,Aktiv,P-enhed,01.05.2022,
Elmelunden ApS,"Ingerslevsgade 138, 2. tv, 1705 København V",1030374661,Aktiv,P-enhed,22.05.2024,
SD. SkyThai ApS,"Vestergade 7L, 3200 Helsinge",1029136331,Aktiv,P-enhed,17.03.2023,
Jægerspris Is I/S,"Hovedgaden 26, 3630 Jægerspris",1030761762,Aktiv,P-enhed,17.10.2024,
Gelato Lab ApS,"Aksel Møllers Have 1, 2000 Frederiksberg",1028509088,Aktiv,P-enhed,23.08.2022,
we love icecream ApS,"Skovshoved Havn 16B, 2920 Charlottenlund",1029057148,Aktiv,P-enhed,20.02.2023,
DK Catering ApS,"Vallensbæk Stationstorv 79, 2665 Vallensbæk Strand",1030197956,Aktiv,P-enhed,14.03.2024,
JUNE 2007 ApS,"Rued Langgaards Vej 25, 2. tv, 2300 København S",1013432364,Aktiv,P-enhed,01.07.2007,
Roma Pizza Jægerspris ApS,"Hovedgaden 43, 3630 Jægerspris",1031073290,Aktiv,P-enhed,12.02.2025,
Landkost Hundested v /daniel molero martos,"Nørregade 56A, 3390 Hundested",1031076079,Aktiv,P-enhed,14.02.2025,
Dos Amigos ApS,"Skovbrynet 2E, 1. 24, 2800 Kongens Lyngby",1030381862,Aktiv,P-enhed,14.05.2024,
Sandwichpigen Frederiksberg ApS,"Falkoner Alle 6, 2000 Frederiksberg",1031009665,Aktiv,P-enhed,21.01.2025,
Moon,"Stjernegade 24A, 3000 Helsingør",1026425944,Aktiv,P-enhed,04.11.2020,
BOPP KOMPAGNIET ApS,"Kokkedal Industripark 2A, 2980 Kokkedal",1019066920,Aktiv,P-enhed,20.01.2014,
TORVETS VAFFELHUS ApS,"Torvet 1A, st., 3400 Hillerød",1019393115,Aktiv,P-enhed,16.05.2014,
Pad Thai Take Away,"Egedal Centret 104, 3660 Stenløse",1019278146,Aktiv,P-enhed,04.04.2014,
BOSSKOK ApS,"Amagerbrogade 118, st. tv, 2300 København S",1019135396,Aktiv,P-enhed,14.02.2014,
buddinge gastronomia italiana,"Buddinge hovedgade 124, 2860 Søborg",1021499524,Aktiv,P-enhed,13.06.2016,
Madam Bum ApS,"Vesterfælledvej 61, 1750 København V",1025988600,Aktiv,P-enhed,01.07.2020,
OG Burger ApS,"Gl Holte, 2840 Holte",1026451384,Aktiv,P-enhed,01.11.2020,
Dragør Pizzahus ApS,"Krudttårnsvej 8, 2791 Dragør",1024072661,Aktiv,P-enhed,24.10.2018,
Beef and Burgers ApS,"Rungstedvej 5, 2970 Hørsholm",1031210212,Aktiv,P-enhed,01.04.2025,
ITALIENSK GASTRONOMI & BAGERI V/LEONARDO DI GAETANO,"Vesterbrogade 112, st., 1620 København V",1003724675,Aktiv,P-enhed,01.05.1996,
ITZI PITZI PIZZA V/KLAUS GOTTINGER,"Sønder Boulevard 51, 1720 København V",1003543533,Aktiv,P-enhed,01.09.1995,
Plan Grillen v/Kadir Kücükyildiz,"Strandgården 15A, 2635 Ishøj",1017358827,Aktiv,P-enhed,01.01.2012,
Pastamania ApS,"Elmegade 6, 2200 København N",1017463477,Aktiv,P-enhed,07.02.2012,
Lalucci Pizzeria,"Kildegårdsvej 15, st. th, 2900 Hellerup",1017721417,Aktiv,P-enhed,27.08.2012,
Station Diner ApS,"Nørrevej 93, 3070 Snekkersten",1014832781,Aktiv,P-enhed,22.10.2008,
Le Mont Blanc v/S.Bedzeti,"Gammel Kongevej 173, st., 1850 Frederiksberg C",1016256230,Aktiv,P-enhed,01.09.2010,
Byens Cafe & Pizzahouse v/T. Keskin,"M D Madsensvej 4, 3450 Allerød",1016415924,Aktiv,P-enhed,03.11.2010,
CANTINOS PIZZARIA ApS,"Læssevej 5, 3500 Værløse",1016710667,Aktiv,P-enhed,09.03.2011,
Emils Kebab ApS,"Rådhusvej 11, 2920 Charlottenlund",1015755055,Aktiv,P-enhed,01.01.2010,
Terra Mia Restaurant,"Ordrupvej 89, 2920 Charlottenlund",1015906827,Aktiv,P-enhed,11.03.2010,
Samosa House v/Masooma Iftikhar,"Frederikssundsvej 35, 2400 København NV",1012844316,Aktiv,P-enhed,11.12.2006,
Atapizza.dk,"Enghavevej 28A, st., 1674 København V",1012985351,Aktiv,P-enhed,01.02.2007,
Havfruekiosken v/Carsten Gjaldbæk,"Langelinie 19, 2100 København Ø",1012262325,Aktiv,P-enhed,01.06.2006,
Kebabistan,"Nordre Frihavnsgade 63, st. th, 2100 København Ø",1010033647,Aktiv,P-enhed,01.08.2003,
Benvenuti Pizzeria,"Åboulevard 31, st. 1, 1960 Frederiksberg C",1010870360,Aktiv,P-enhed,01.12.2004,
Punto Pizza & Grill v/Gani Younis Ali,"Vibevej 67, st. tv, 2400 København NV",1012375952,Aktiv,P-enhed,01.07.2006,
Pizza Huset,"Havnegade 6, 3600 Frederikssund",1012346316,Aktiv,P-enhed,01.06.2006,
Tasteful Corner,"Valby Langgade 88C, 2500 Valby",1027639263,Aktiv,P-enhed,01.12.2021,
Roma Pizzaria v/Ismail Atak,"Liljevangsvej 6, 2760 Måløv",1027716829,Aktiv,P-enhed,01.11.2021,
pakhuset,"Centervejen 3A, 3230 Græsted",1027843774,Aktiv,P-enhed,01.01.2022,
